# WER-EA bond strength development vs curing time.
# Basis: logarithmic growth to 1.2 MPa over 28 days; tau=5 d.
curing_days,bond_strength_MPa
0.0,0.2
0.2828282828282828,0.2549955632875978
0.5656565656565656,0.3069666145938755
0.8484848484848484,0.35607948865891575
1.1313131313131313,0.40249137255007633
1.4141414141414141,0.4463508087434039
1.6969696969696968,0.4877981705378029
1.9797979797979797,0.5269661113235342
2.2626262626262625,0.5639799891429389
2.5454545454545454,0.598958267902207
2.8282828282828283,0.6320128965182785
3.111111111111111,0.6632496672143471
3.3939393939393936,0.6927685541106996
3.6767676767676765,0.7206640331945644
3.9595959595959593,0.7470253846930346
4.242424242424242,0.771936978816824
4.525252525252525,0.7954785457893838
4.808080808080808,0.8177254310256148
5.090909090909091,0.8387488362768847
5.373737373737374,0.8586160475141378
5.656565656565657,0.8773906502784443
5.9393939393939394,0.8951327331882268
6.222222222222222,0.9118990802544906
6.505050505050505,0.92774335261957
6.787878787878787,0.9427162603010497
7.07070707070707,0.9568657244905332
7.353535353535353,0.9702370309266983
7.636363636363636,0.9828729748335154
7.919191919191919,0.9948139978875066
8.202020202020202,1.0060983176524134
8.484848484848484,1.0167620498955319
8.767676767676768,1.0268393241771918
9.05050505050505,1.0363623930833283
9.333333333333332,1.0453617354507452
9.616161616161616,1.053866153915448
9.898989898989898,1.0619028670962511
10.181818181818182,1.069497596708695
10.464646464646464,1.0766746498880855
10.747474747474747,1.0834569969851306
11.03030303030303,1.0898663450831616
11.313131313131313,1.095923207472235
11.595959595959595,1.1016469693024658
11.878787878787879,1.1070559496267192
12.16161616161616,1.1121674600312286
12.444444444444445,1.1169978600417916
12.727272727272727,1.1215626094828692
13.01010101010101,1.1258763179571682
13.292929292929292,1.1299527916040646
13.575757575757574,1.1338050772865227
13.858585858585858,1.1374455043479295
14.14141414141414,1.1408857240724866
14.424242424242424,1.1441367469754589
14.707070707070706,1.147208978042621
14.98989898989899,1.150112250031695
15.272727272727272,1.1528558549423529
15.555555555555555,1.1554485737555102
15.838383838383837,1.1578987045370919
16.12121212121212,1.160214088996212
16.404040404040405,1.1624021375827758
16.686868686868685,1.1644698532048205
16.96969696969697,1.1664238536415124
17.252525252525253,1.1682703927235243
17.535353535353536,1.1700153803485884
17.818181818181817,1.171664401396282
18.1010101010101,1.1732227336025849
18.383838383838384,1.1746953644514129
18.666666666666664,1.1760870071371947
18.949494949494948,1.1774021156495769
19.232323232323232,1.1786448990285365
19.515151515151516,1.1798193348355257
19.797979797979796,1.1809291818837644
20.08080808080808,1.181977992268422
20.363636363636363,1.1829691227351935
20.646464646464647,1.1839057454236537
20.929292929292927,1.1847908580197737
21.21212121212121,1.1856272933500973
21.494949494949495,1.1864177284482762
21.77777777777778,1.1871646931229882
22.06060606060606,1.1878705780546588
22.343434343434343,1.1885376424468956
22.626262626262626,1.1891680212571325
22.909090909090907,1.189763732029616
23.19191919191919,1.1903266813526099
23.474747474747474,1.1908586709604836
23.757575757575758,1.1913614035002091
24.040404040404038,1.1918364879807293
24.32323232323232,1.192285444922634
24.606060606060606,1.1927097112246272
24.88888888888889,1.193110644762358
25.17171717171717,1.1934895287343406
25.454545454545453,1.1938475757688631
25.737373737373737,1.1941859318050387
26.02020202020202,1.1945056797604132
26.3030303030303,1.1948078429968718
26.585858585858585,1.1950933885959365
26.86868686868687,1.1953632304539363
27.15151515151515,1.1956182322069568
27.434343434343432,1.1958592099949306
27.717171717171716,1.196086935073715
28.0,1.1963021362835171
