# WER-EA FTIR 915 cm-1 epoxy ring peak area decay.
# Basis: exponential decay A(t)=A_inf+(A0-A_inf)*exp(-kt);
#   k=0.025 min-1, A0=1.0, A_inf=0.10. Gel time ~28 min.
time_min,area_915_norm
0.0,1.0
1.518987341772152,0.9664635823113077
3.037974683544304,0.9341768216352715
4.556962025316456,0.9030931523946201
6.075949367088608,0.8731677441705816
7.59493670886076,0.8443574370462165
9.113924050632912,0.8166206793590315
10.632911392405063,0.7899174677730993
12.151898734177216,0.7642092895842509
13.670886075949369,0.739459067175132
15.18987341772152,0.7156311045400134
16.70886075949367,0.6926910358022302
18.227848101265824,0.6706057756499999
19.746835443037977,0.6493434716191346
21.265822784810126,0.6288734581538284
22.78481012658228,0.6091662123792619
24.303797468354432,0.5901933115222392
25.822784810126585,0.571927391918447
27.341772151898738,0.5543421095472112
28.860759493670887,0.5374121020368369
30.37974683544304,0.5211129520857299
31.898734177215193,0.5054211522465462
33.41772151898734,0.4903140710225784
34.936708860759495,0.47576992022748155
36.45569620253165,0.4617677235612644
37.9746835443038,0.44828728635722226
39.493670886075954,0.4353091664561811
41.01265822784811,0.4228146461660459
42.53164556962025,0.4107857052662104
44.050632911392405,0.3992049950178965
45.56962025316456,0.38805581314293736
47.08860759493671,0.37732207973491794
48.607594936708864,0.3669883140679323
50.12658227848102,0.357039612269508
51.64556962025317,0.3474616258254971
53.16455696202532,0.338240540885934
54.683544303797476,0.32936305834201113
56.20253164556962,0.32081637464544044
57.721518987341774,0.3125881633425379
59.24050632911393,0.3046665572963965
60.75949367088608,0.29704013157150916
62.27848101265823,0.28969788695615684
63.797468354430386,0.28262923409879687
65.31645569620254,0.27582397823557103
66.83544303797468,0.2692723044869093
68.35443037974684,0.2629647637020198
69.87341772151899,0.2568922588308532
71.39240506329115,0.2510460318038821
72.9113924050633,0.24541765090077716
74.43037974683544,0.23999899858975834
75.9493670886076,0.23478225982008638
77.46835443037975,0.2297599107508061
78.98734177215191,0.22492470789948776
80.50632911392405,0.22026967769531547
82.02531645569621,0.2157881064214549
83.54430379746836,0.2114735305321964
85.0632911392405,0.20731972733090642
86.58227848101266,0.20332070599534435
88.10126582278481,0.19947069893739947
89.62025316455697,0.19576415348478743
91.13924050632912,0.19219572387270983
92.65822784810128,0.18876026353392478
94.17721518987342,0.18545281767611135
95.69620253164558,0.18226861613582052
97.21518987341773,0.17920306649870765
98.73417721518987,0.1762517474761233
100.25316455696203,0.17341040252850998
101.77215189873418,0.17067493372640874
103.29113924050634,0.16804139584022038
104.81012658227849,0.165505990650199
106.32911392405065,0.16306506146846939
107.84810126582279,0.16071508786516978
109.36708860759495,0.158452680591112
110.8860759493671,0.15627457668963726
112.40506329113924,0.15417763479061725
113.9240506329114,0.15215883057981328
115.44303797468355,0.15021525243705955
116.96202531645571,0.14834409723697917
118.48101265822785,0.14654266630617685
120.0,0.14480836153107757
