# WER-EA cure degree vs time (sigmoid).
# Basis: gel point at 4 h; full cure ~12-24 h.
curing_hours,cure_degree
0.0,0.11920292202211755
0.24242424242424243,0.13252816232963247
0.48484848484848486,0.14709421909266443
0.7272727272727273,0.16296047070232167
0.9696969696969697,0.18017659335766978
1.2121212121212122,0.19877959969300693
1.4545454545454546,0.21879074544665134
1.696969696969697,0.2402124432660242
1.9393939393939394,0.26302535963951745
2.1818181818181817,0.2871859013825026
2.4242424242424243,0.3126243161650686
2.666666666666667,0.33924363123418283
2.909090909090909,0.36691963074516754
3.1515151515151514,0.395502022282888
3.393939393939394,0.42481686806284763
3.6363636363636367,0.45467026111147996
3.878787878787879,0.48485312089131455
4.121212121212121,0.5151468791086855
4.363636363636363,0.54532973888852
4.606060606060606,0.5751831319371524
4.848484848484849,0.604497977717112
5.090909090909091,0.6330803692548325
5.333333333333334,0.6607563687658172
5.575757575757576,0.6873756838349314
5.818181818181818,0.7128140986174974
6.0606060606060606,0.7369746403604825
6.303030303030303,0.7597875567339759
6.545454545454546,0.7812092545533488
6.787878787878788,0.801220400306993
7.03030303030303,0.8198234066423302
7.272727272727273,0.8370395292976784
7.515151515151516,0.8529057809073356
7.757575757575758,0.8674718376703675
8.0,0.8807970779778823
8.242424242424242,0.8929478537858229
8.484848484848484,0.9039950595769954
8.727272727272727,0.9140120326007685
8.96969696969697,0.9230727929204117
9.212121212121213,0.9312506128883001
9.454545454545455,0.9386168925965079
9.696969696969697,0.9452403098116096
9.93939393939394,0.9511862089232608
10.181818181818182,0.9565161925283209
10.424242424242424,0.9612878805342336
10.666666666666668,0.9655548043337889
10.90909090909091,0.9693664070710037
11.151515151515152,0.9727681248282551
11.393939393939394,0.9758015273947507
11.636363636363637,0.9785045009124661
11.878787878787879,0.9809114580100765
12.121212121212121,0.9830535639639922
12.363636363636363,0.984958969948968
12.606060606060606,0.9866530465692092
12.84848484848485,0.9881586126228844
13.090909090909092,0.9894961554867145
13.333333333333334,0.9906840406549333
13.575757575757576,0.9917387088705035
13.818181818181818,0.9926748599857185
14.06060606060606,0.9935056232201624
14.303030303030303,0.9942427138780918
14.545454545454547,0.9948965768717827
14.787878787878789,0.995476517595251
15.030303030303031,0.9959908208230056
15.272727272727273,0.9964468583867983
15.515151515151516,0.9968511864223202
15.757575757575758,0.9972096329875845
16.0,0.9975273768433653
16.242424242424242,0.9978090181598
16.484848484848484,0.9980586418769815
16.727272727272727,0.9982798744047808
16.96969696969697,0.9984759343010764
17.21212121212121,0.9986496775200862
17.454545454545453,0.9988036377751376
17.6969696969697,0.9989400625140347
17.93939393939394,0.9990609449609381
18.181818181818183,0.999168052636803
18.424242424242426,0.9992629527312603
18.666666666666668,0.9993470346624472
18.90909090909091,0.9994215301277646
19.151515151515152,0.9994875309178055
19.393939393939394,0.9995460047376451
19.636363636363637,0.9995978092541947
19.87878787878788,0.99964370456523
20.12121212121212,0.9996843642648524
20.363636363636363,0.9997203852613508
20.606060606060606,0.9997522964865385
20.848484848484848,0.9997805666204853
21.09090909090909,0.9998056109419764
21.333333333333336,0.9998277974028811
21.575757575757578,0.9998474520137535
21.81818181818182,0.9998648636182932
22.060606060606062,0.999880288125643
22.303030303030305,0.9998939522618022
22.545454545454547,0.9999060568945628
22.78787878787879,0.999916779980278
23.03030303030303,0.9999262791753288
23.272727272727273,0.9999346941503381
23.515151515151516,0.9999421486408726
23.757575757575758,0.9999487522645792
24.0,0.9999546021312976
