# Literature basis: FTIR peaks anchored to real functional groups:
# 2920 cm-1 CH2 asym stretch (asphalt); 1730 cm-1 C=O ester (WER);
# 1240 cm-1 C-O-C ether (WER); 915 cm-1 oxirane ring (epoxy curing tracker);
# 1600 cm-1 aromatic C=C (asphalt). Modified spectrum adds the three WER
# peaks. Absorbance is synthetic Gaussian-broadened, not a real scan.
wavenumber_cm-1,control_abs,modified_abs
4000.0,0.18002460306722334,0.18068385534513737
3994.1569282136893,0.18597491075027034,0.20719495080630018
3988.313856427379,0.1745172428928937,0.2044944215718567
3982.4707846410683,0.16218816322504298,0.1697938584644351
3976.627712854758,0.17090658429682237,0.17404060977812788
3970.7846410684474,0.16016706890042015,0.1694523161396809
3964.9415692821367,0.18120287205242333,0.19139452715191377
3959.0984974958265,0.2068043049117341,0.17887871121973106
3953.2554257095157,0.1701558696298443,0.1949377123260018
3947.4123539232055,0.16759050200477799,0.14305350402169462
3941.569282136895,0.18979684100529137,0.21133097549557783
3935.726210350584,0.18713774016533888,0.17807135679902525
3929.883138564274,0.1821082849828317,0.19360756906835663
3924.040066777963,0.16139063910969256,0.17726867332432011
3918.196994991653,0.17941496355590147,0.17241802866366987
3912.353923205342,0.19390606389607634,0.1892622031788623
3906.5108514190315,0.15311570906352523,0.19649027055982912
3900.6677796327212,0.17084768479149415,0.17594940259842948
3894.8247078464105,0.1419755452203479,0.17694427644496083
3888.9816360601003,0.15420924522603877,0.19371397223792347
3883.1385642737896,0.1431652992729924,0.1625931871898836
3877.2954924874794,0.17529817741666853,0.14971232996353426
3871.4524207011686,0.1546510704215601,0.18789963730542475
3865.609348914858,0.18542528724297283,0.1665886835927812
3859.7662771285477,0.18313502182012079,0.1415931882852757
3853.923205342237,0.17626138122262716,0.16371892683631906
3848.0801335559267,0.12966480593483354,0.17064804897338884
3842.237061769616,0.1692261422812484,0.1561359506495359
3836.3939899833053,0.17902998135122075,0.15015072257798154
3830.550918196995,0.1822661800586044,0.18073275687743434
3824.7078464106844,0.14939728513122713,0.19794498557588996
3818.864774624374,0.17044493505368596,0.17533735901515543
3813.0217028380634,0.16042961918508492,0.16512808015604083
3807.1786310517527,0.1638232561793247,0.18769987714279485
3801.3355592654425,0.2012179737208548,0.1943447173970209
3795.492487479132,0.16384930811312337,0.17399978964999174
3789.6494156928215,0.17934956799117205,0.19089335824850032
3783.806343906511,0.1976878000400317,0.20085751222402728
3777.9632721202,0.16832799480742933,0.1758608747381289
3772.12020033389,0.1777659654531186,0.16372969360517034
3766.277128547579,0.18220928856137436,0.18695301766669495
3760.434056761269,0.18127564277304234,0.18495092210719805
3754.5909849749582,0.1554988927799172,0.20197626467655927
3748.7479131886475,0.18152281647593044,0.15430839629228338
3742.9048414023373,0.2071764835416572,0.1667677564997155
3737.0617696160266,0.14905712563354298,0.16323667998179914
3731.2186978297163,0.19718767811116084,0.14531972742607185
3725.3756260434056,0.1823871113507291,0.18252872194073738
3719.5325542570954,0.16717063110174785,0.19055612323380275
3713.6894824707847,0.2200083801262427,0.16522424856987808
3707.846410684474,0.19524525622759825,0.2077130034758272
3702.0033388981637,0.15601429992021484,0.19643856469552803
3696.160267111853,0.18149042246472155,0.19254762746600299
3690.3171953255423,0.1915339143733164,0.1880342645287321
3684.474123539232,0.17622451102959444,0.19911354482558213
3678.6310517529214,0.19365839713933858,0.1533605950045724
3672.787979966611,0.17866989277610268,0.1922788323440883
3666.9449081803004,0.19334524897698022,0.19205583443096264
3661.10183639399,0.20877082189043022,0.14464599851444768
3655.2587646076795,0.16648721410369235,0.186941061164893
3649.415692821369,0.1840633408633204,0.17499214172132885
3643.5726210350585,0.17073455158582407,0.19563115703782635
3637.729549248748,0.18254623611325854,0.17121962413598854
3631.8864774624376,0.15625717889030125,0.17963625229432204
3626.043405676127,0.1684152836381012,0.18685834591450778
3620.200333889816,0.17607769611451027,0.16247638179571605
3614.357262103506,0.19797725804375424,0.19197391356535376
3608.5141903171952,0.20290686411774458,0.17790316019818858
3602.671118530885,0.15353240567577783,0.1898526139990478
3596.8280467445743,0.1641107648035731,0.16956686199657833
3590.9849749582636,0.1929424665838017,0.20172842899788362
3585.1419031719533,0.14015695036192455,0.19210938561400392
3579.2988313856426,0.17074308987607612,0.17644598668073672
3573.4557595993324,0.17806211994262391,0.19264700159789788
3567.6126878130217,0.20514980291182708,0.20520460659326317
3561.7696160267114,0.19379955099359064,0.21583498325213532
3555.9265442404007,0.17346955878156425,0.14854229977720385
3550.08347245409,0.1726451181565667,0.19767927227101628
3544.24040066778,0.17501607333189753,0.18932135151252366
3538.397328881469,0.2104945464209669,0.17814674280811682
3532.5542570951584,0.1714681792251464,0.15989537937706233
3526.711185308848,0.17396066117039416,0.20517804120715163
3520.8681135225374,0.1870926612518651,0.1548061200372684
3515.025041736227,0.17763327414676358,0.19138759236318767
3509.1819699499165,0.17611219220829225,0.2060952366916605
3503.3388981636062,0.1577873464854984,0.14807530358748994
3497.4958263772955,0.17985095353778713,0.17403102608889284
3491.652754590985,0.17122463325310575,0.15391192136226814
3485.8096828046746,0.203436212617764,0.18499473925467755
3479.966611018364,0.19319574271548684,0.21042147527495664
3474.123539232053,0.17967477791200648,0.22062877075564907
3468.280467445743,0.19355281635391863,0.14462290703090147
3462.4373956594327,0.17341979248159667,0.16871820340143845
3456.594323873122,0.2012967889027885,0.19432516360086777
3450.7512520868113,0.1801891711319167,0.21188461538721365
3444.908180300501,0.1920143561326802,0.18877092193463785
3439.0651085141903,0.15458596195471203,0.16548078690936757
3433.2220367278796,0.1874031531528879,0.18641218236806809
3427.3789649415694,0.14678096111831565,0.18021265944602982
3421.5358931552587,0.13992501371855723,0.17655677816959248
3415.692821368948,0.17464109930789196,0.1660412148911723
3409.8497495826377,0.16284521913210231,0.18858896640293432
3404.0066777963275,0.1842538177633277,0.18713035437639947
3398.163606010017,0.22601469142563618,0.1792598763443882
3392.320534223706,0.1646518473841716,0.17685255221839985
3386.477462437396,0.1689965074741648,0.1557770477922495
3380.634390651085,0.18579743015752848,0.17196583789340583
3374.7913188647744,0.19179132186918058,0.2060600494678663
3368.948247078464,0.17867545668372717,0.17839241286452176
3363.1051752921535,0.1783916643771125,0.15371632464541435
3357.2621035058432,0.19690403098401565,0.2095436280206311
3351.4190317195325,0.1936391662563416,0.19384632168532204
3345.5759599332223,0.16299971994020226,0.2258349771541821
3339.7328881469116,0.18257237408305413,0.18540624384320536
3333.889816360601,0.18539992951569884,0.1754665009614355
3328.0467445742906,0.1642033434498739,0.15634014191534518
3322.20367278798,0.19115487676559928,0.21243486215338958
3316.3606010016692,0.16953614822309862,0.23808550802643974
3310.517529215359,0.20695217259317036,0.17109213969035203
3304.6744574290483,0.1922662907807787,0.17546961972419328
3298.831385642738,0.19118994180871643,0.20132758806678225
3292.9883138564273,0.17867484863183064,0.1738885069806884
3287.145242070117,0.1893215580502883,0.1862825871879984
3281.3021702838064,0.15305176831490552,0.18600994018420522
3275.4590984974957,0.17181422207093364,0.19828154922723595
3269.6160267111854,0.20326596248114398,0.21790553536538249
3263.7729549248747,0.1551443281981925,0.1981570208289138
3257.929883138564,0.21650281014915357,0.21794884163513306
3252.086811352254,0.16666103580825187,0.1931851873957202
3246.2437395659435,0.21889637825499228,0.210317578916175
3240.400667779633,0.18920560927476804,0.16335103814209076
3234.557595993322,0.22423355057004632,0.17965476754756932
3228.714524207012,0.21400399620122135,0.22730324030316085
3222.871452420701,0.18358122234732258,0.20251493317233343
3217.0283806343905,0.24244392828676692,0.22905925176505096
3211.1853088480802,0.2496562395980398,0.23166898158388044
3205.3422370617695,0.2230928423597795,0.25085451764451994
3199.4991652754593,0.22275021797406355,0.24446572461103397
3193.6560934891486,0.22908999562219584,0.2526271619449408
3187.8130217028383,0.2170879700013833,0.23435758984367405
3181.9699499165276,0.2631161945832265,0.2271787558568306
3176.126878130217,0.23509376370135301,0.23132042678144346
3170.2838063439067,0.24999153988579026,0.24125446933384914
3164.440734557596,0.2404715338652562,0.23374087964905493
3158.5976627712853,0.24939700933703626,0.25096959968903304
3152.754590984975,0.24220306701649308,0.26590618901934704
3146.9115191986643,0.29899391237033623,0.2788847652381647
3141.068447412354,0.27711784452295196,0.27342178018567653
3135.2253756260434,0.3061118786067514,0.24831978890510953
3129.382303839733,0.29389357539465016,0.29218142436632655
3123.5392320534224,0.28680372392140674,0.305198710216009
3117.6961602671117,0.30144339241154827,0.3296666095044702
3111.8530884808015,0.30426608547149264,0.32702798439386715
3106.010016694491,0.3233176893974831,0.31028729369087465
3100.16694490818,0.32351921476054796,0.3165490203515927
3094.32387312187,0.33305262828341886,0.3792630130497693
3088.4808013355596,0.3196469673019652,0.3623512200650282
3082.637729549249,0.33936848655891183,0.392134201566091
3076.794657762938,0.3969700011673864,0.40647774081577087
3070.951585976628,0.358919460566744,0.3559824515596705
3065.1085141903172,0.3597631501668594,0.3885504119648784
3059.2654424040065,0.396110457043185,0.3985272704884253
3053.4223706176963,0.4260173696307412,0.40906417012084834
3047.5792988313856,0.3772584698044262,0.4171770003596917
3041.736227045075,0.41056354779602117,0.41877507749927817
3035.8931552587646,0.41038412219995574,0.42650775816364916
3030.0500834724544,0.3959596813996911,0.40113007206435036
3024.2070116861437,0.4538643534069941,0.4358577955581413
3018.363939899833,0.44648048784992933,0.43199697220067557
3012.5208681135227,0.45592652581107845,0.4570194350373549
3006.677796327212,0.4467317934716293,0.45242709771926953
3000.8347245409013,0.47785377948573005,0.4811285112490506
2994.991652754591,0.46462041834069273,0.491787879524038
2989.1485809682804,0.4788341868245223,0.4878660982946281
2983.30550918197,0.4654211555202064,0.4939097342501544
2977.4624373956594,0.4687387147252386,0.4949197036284018
2971.619365609349,0.5247997729700749,0.4891331780048303
2965.7762938230385,0.4925049202244929,0.49935698903060693
2959.933222036728,0.512545611431893,0.4967990830386341
2954.0901502504175,0.5095881333026093,0.5180236846808726
2948.247078464107,0.5044621631902648,0.5135673354823479
2942.404006677796,0.5056009520674098,0.5273859954463312
2936.560934891486,0.530278377032243,0.4911037589713693
2930.7178631051756,0.5129876316014284,0.536780562260204
2924.874791318865,0.5167691965065224,0.5045441447329333
2919.0317195325542,0.5204364619172451,0.5053063870479502
2913.188647746244,0.5431360415986516,0.5156570154963768
2907.3455759599333,0.5322517976274478,0.5073738863800797
2901.5025041736226,0.5247560713356834,0.5229265698910893
2895.6594323873123,0.503729746307462,0.503517878645226
2889.8163606010016,0.48470420630114175,0.4909540296908925
2883.973288814691,0.5281353144126979,0.4922286596104115
2878.1302170283807,0.5247495914901387,0.5316603153110714
2872.2871452420704,0.498375785940833,0.5020751204960453
2866.4440734557597,0.507311232565946,0.4731229500349835
2860.601001669449,0.5069234180746237,0.491462105060464
2854.757929883139,0.5023017393234191,0.4545591219760114
2848.914858096828,0.49807858511317415,0.5154422468076909
2843.0717863105174,0.4641292538638193,0.4427520436712224
2837.228714524207,0.496779387872058,0.47605498231167503
2831.3856427378964,0.43446494334440827,0.47026931779640696
2825.5425709515857,0.4692585084236735,0.42302389180698996
2819.6994991652755,0.4542727582014792,0.4503996469892298
2813.8564273789652,0.454012271835067,0.4564833303678921
2808.0133555926545,0.46607458959938036,0.4378459291726827
2802.170283806344,0.44997963993228907,0.42551105594638317
2796.3272120200336,0.3890580188775195,0.43094349065052606
2790.484140233723,0.36976574138262447,0.40675726396575485
2784.641068447412,0.411392953110609,0.4017836776910742
2778.797996661102,0.3662400358185146,0.38400605320635445
2772.9549248747917,0.37777609602862394,0.3906603183218837
2767.1118530884805,0.38632998109684685,0.3507077486119956
2761.2687813021703,0.32822518630153064,0.3769363985027268
2755.42570951586,0.31054740715899154,0.34264098556941086
2749.5826377295493,0.3496832025720511,0.3226841547040896
2743.7395659432386,0.3372619567914559,0.3436792181146293
2737.8964941569284,0.32348276857185715,0.36225794102996844
